Title,Title_link,Thumbnail,brand-title,comment-star__count,Price,brand-variants,Headline,DetailPrice,OriginalPrice,Field1,Field2
Honey Cake 48g,https://www.yamibuy.com/en/p/mage-s-honey-cake-48g/1016023591,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,mage's,26,,,Honey Cake 48g,$1.83,$2.29,4.4,China
"Heart Baked Cake Orange Flavor, 100g",https://www.yamibuy.com/en/p/moranca-little-white-heart-baked-cake-orange-flavor-100g/1016077011,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Moranca,17,$3.69,,"Heart Baked Cake Orange Flavor, 100g",,,4.8,China
Korean Snack Jochung Yugwa 200g,https://www.yamibuy.com/en/p/korean-snack-jochung-yugwa-200g/1016047731,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HO JEONG GA,16,$5.99,,Korean Snack Jochung Yugwa 200g,,,3.9,Korea
Tiramisu Banana Cake 12.06oz,https://www.yamibuy.com/en/p/osaka-tiramisu-banana-cake-12-06oz/1016066911,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,OSAKA,1,$19.99,,Tiramisu Banana Cake 12.06oz,,,4,Japan
Cube Raw Toast Red Bean Flavor 240g,https://www.yamibuy.com/en/p/cube-raw-toast-red-bean-flavor-240g/1016088071,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LEJINJI,3,,2 Options,Cube Raw Toast Red Bean Flavor 240g,$4.59,$4.69,5,China
Mini Noko Choco Brownie 127g,https://www.yamibuy.com/en/p/bourbon-mini-noko-choco-brownie-127g/1016075631,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BOURBON,8,$4.99,,Mini Noko Choco Brownie 127g,,,4.9,Japan
MON CHER Cacao Cake 6pcs 192g,https://www.yamibuy.com/en/p/lotte-mon-cher-cacao-cake-6pcs-192g/1016010951,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LOTTE Korea,17,$3.29,4 Options,MON CHER Cacao Cake 6pcs 192g,,,4.2,Korea
Gateau  Chocolate Cake 185g,https://www.yamibuy.com/en/p/gateau-chocolat/1016062771,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MORINAGA,12,$5.49,,Gateau  Chocolate Cake 185g,,,4.7,Japan
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Swiss Roll Chocolate Flavor 175g,https://www.yamibuy.com/en/p/ego-swiss-roll-chocolate-flavor-175g/1016008811,https://cdn.yamibuy.net/item/294f0ec0d47228f91a9e46851ab40cd3_684x684.webp,EGO,14,,2 Options,Swiss Roll Chocolate Flavor 175g,$2.29,$2.59,4.1,Malaysia
MARUKYO Bean Cake 8pcs,https://www.yamibuy.com/en/p/marukyo-bean-cake-8pcs/1016013741,https://cdn.yamibuy.net/item/6a9e68d9163d89086116bd2330ba7ac0_684x684.webp,WANGJING,7,$5.99,,MARUKYO Bean Cake 8pcs,,,3.9,Japan
MON CHER Cream Cake 6pcs 192g,https://www.yamibuy.com/en/p/lotte-mon-cher-cream-cake-6pcs-192g/1016010941,https://cdn.yamibuy.net/item/102060622254a2e0314c154eb9bd613a_684x684.webp,LOTTE Korea,12,$2.99,4 Options,MON CHER Cream Cake 6pcs 192g,,,3.9,Korea
HOME PIE NO MIMI,https://www.yamibuy.com/en/p/home-pie-no-mimi/1016061271,https://cdn.yamibuy.net/item/db75f0b1fac938a072cfd84e589e790e_684x684.webp,FUJIYA,15,$2.19,,HOME PIE NO MIMI,,,4.5,Japan
【Editor's Pick】Breakfast,https://www.yamibuy.com/en/p/breakfast-value-pack/1016094741,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,OTHER BRANDS,,,,【Editor's Pick】Breakfast,$31.99,$32.99,,N/A
Tokyo An-Pudding 8pcs 400g,https://www.yamibuy.com/en/p/tokyo-shinjuku-tokyo-an-pudding-8pcs-400g/1016058631,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Tokyo Shinjuku,8,,,Tokyo An-Pudding 8pcs 400g,$20.99,$21.99,4.4,Japan
BANANA CAKE ROLL 156g,https://www.yamibuy.com/en/p/bourbon-banana-cake-roll/1016062311,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BOURBON,7,$4.59,,BANANA CAKE ROLL 156g,,,4.1,Japan
Fish-shaped Cake 248g,https://www.yamibuy.com/en/p/soft-bread-300g/1016085611,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HAOYOULIKids,7,$4.49,,Fish-shaped Cake 248g,,,4.9,China
Meister's Choco Brownie 77g,https://www.yamibuy.com/en/p/meister-s-choco-brownie-77g/1016087531,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,FUJIYA,3,$3.29,,Meister's Choco Brownie 77g,,,4.7,Japan
LOTTE Choco Pie Sasha 6pcs,https://www.yamibuy.com/en/p/lotte-choco-pie-sasha-6pcs/1016082081,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LOTTE Korea,7,,,LOTTE Choco Pie Sasha 6pcs,$2.29,$2.49,4.7,Korea
Baumkuchen -Original 80g,https://www.yamibuy.com/en/p/taiyo-foods-baumkuchen-original-80g/1016060841,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,TAIYO FOODS,5,$2.09,,Baumkuchen -Original 80g,,,4.8,Japan
Mochi with Mango Flavor,https://www.yamibuy.com/en/p/mochi-with-mango-flavor/1016085211,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,APOJIADE,4,$3.59,3 Options,Mochi with Mango Flavor,,,5,China
Flower Cake 3 pack  111g,https://www.yamibuy.com/en/p/flower-cake-3-pack-111g/1016087921,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,YOTIME,,,2 Options,Flower Cake 3 pack  111g,$18.99,$19.99,,China
Baked Soft Cake - Green Tea 200g,https://www.yamibuy.com/en/p/kubota-baked-soft-cake-green-tea-200g/1016032581,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KUBOTA,7,$4.29,8 Options,Baked Soft Cake - Green Tea 200g,,,5,Japan
Baked Cake (Swiss Baum) 190g,https://www.yamibuy.com/en/p/daisho-baked-cake-swiss-baum-190g/1016060001,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,DAISHO,10,$4.99,,Baked Cake (Swiss Baum) 190g,,,3.2,Japan
【Frozen】Yuzu Cheese Cake 480g,https://www.yamibuy.com/en/p/f-yuzu-cheese-cake-480g/1016085471,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,GOYO SHOKUHIN,3,$19.99,,【Frozen】Yuzu Cheese Cake 480g,,,5,Japan
Baked Soft Cake 200g,https://www.yamibuy.com/en/p/kubota-baked-soft-cake-198g/1016059151,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KUBOTA,9,$4.29,8 Options,Baked Soft Cake 200g,,,3.6,Japan
Home Pie Salt Flavor 38g,https://www.yamibuy.com/en/p/home-pie-mimi-salt-compatible-38g/1016083121,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,FUJIYA,4,$2.19,,Home Pie Salt Flavor 38g,,,4.2,Japan
Castella Matcha,https://www.yamibuy.com/en/p/castella-matcha/1016088471,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Chang QI,2,$8.99,,Castella Matcha,,,5,Japan
Sylvaine Chocolate Cake 119g,https://www.yamibuy.com/en/p/bourbon-sylvaine-chocola-119g/1016075621,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BOURBON,6,,,Sylvaine Chocolate Cake 119g,$4.69,$4.99,4.7,Japan
LIANGKOUZI Cranberry Yogurt Sandwich 60g,https://www.yamibuy.com/en/p/liangkouzi-cranberry-yogurt-sandwich-60g/1016087841,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Sunway Snack,1,$2.99,,LIANGKOUZI Cranberry Yogurt Sandwich 60g,,,5,United States
Hitokuchi Harvest Butter Toast 50g,https://www.yamibuy.com/en/p/hitokuchi-harvest-butter-toast-50g/1016087631,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,TOHATO,1,$1.99,,Hitokuchi Harvest Butter Toast 50g,,,5,Japan
【Frozen】Milk King Sandwich Pack 320g,https://www.yamibuy.com/en/p/milk-king-sandwich-pack-320g/1149011051,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Golden Happy,2,$4.99,,【Frozen】Milk King Sandwich Pack 320g,,,5,China
【Frozen】Taro Paste Sandwich Bag 320g,https://www.yamibuy.com/en/p/taro-paste-sandwich-bag-320g/1149011071,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Golden Happy,2,$4.99,,【Frozen】Taro Paste Sandwich Bag 320g,,,5,China
Chocolate Marshmallow Stick Cake 220g,https://www.yamibuy.com/en/p/crown-chocolate-marshmallow-stick-cake-220g/1016021151,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CROWN,2,$5.99,,Chocolate Marshmallow Stick Cake 220g,,,3.5,Korea
Macaron Cake Blackcurrant,https://www.yamibuy.com/en/p/macaron-cake-blackcurrant/1016088541,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,JINYU,2,$3.49,,Macaron Cake Blackcurrant,,,3.5,China
Dorayaki Chestnut Flavor 280g,https://www.yamibuy.com/en/p/dorayaki-chestnuts-280g/1016082651,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SANHUIMAIFENG,,$3.59,3 Options,Dorayaki Chestnut Flavor 280g,,,,China
HAOYOULI Kids Donut Matchat Flavor  336g,https://www.yamibuy.com/en/p/haoyoulikids-donut-matchat-flavor-336g/1016064671,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HAOYOULIKids,1,$4.79,4 Options,HAOYOULI Kids Donut Matchat Flavor  336g,,,5,China
Lava Egg Roll Pinepple Flavor 258g,https://www.yamibuy.com/en/p/cakes-pinepple-258g/1016085641,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,YO MAN,2,$3.69,2 Options,Lava Egg Roll Pinepple Flavor 258g,,,5,China
Noko Baked Cheese Cake 40g,https://www.yamibuy.com/en/p/noko-baked-chizu-cake-40g/1016087521,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BOURBON,5,,4 Options,Noko Baked Cheese Cake 40g,$1.99,$2.49,4.2,Japan
Tonyu Chobochobo Mini Soybean Biscuits 56g,https://www.yamibuy.com/en/p/tonyu-chobochobo-56g/1016087561,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,OSAKA,,$2.49,,Tonyu Chobochobo Mini Soybean Biscuits 56g,,,,Japan
Noko Choco Brownie 44g,https://www.yamibuy.com/en/p/noko-choco-brownie-44g/1017040651,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BOURBON,1,,4 Options,Noko Choco Brownie 44g,$1.99,$2.49,5,Japan
Crostatine Apricot 240g,https://www.yamibuy.com/en/p/gastone-lago-crostatine-apricot-240g/1016064371,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,GASTONE LAGO,1,$4.59,4 Options,Crostatine Apricot 240g,,,5,New Zealand
Croissant With Chocolate 55g*6,https://www.yamibuy.com/en/p/croissant-with-chocolate-55g-6/1016058751,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LIKE HOME,2,$4.39,,Croissant With Chocolate 55g*6,,,4,United States
Mille Feuille Pie 30g,https://www.yamibuy.com/en/p/kuos-hearty-mille-feuille-pie-70g/1016084781,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Kuo Yuan Ye,,$2.19,,Mille Feuille Pie 30g,,,,Taiwan
Soft Chocolate Cake 155g,https://www.yamibuy.com/en/p/soft-chocolate-cake-155g/1016081011,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BOURBON,,$4.99,,Soft Chocolate Cake 155g,,,,Japan
House Fruiche Yogurt Mix Mango Flavor 150g,https://www.yamibuy.com/en/p/fruche-rich-mango-150g/1016087151,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HOUSE,,$4.39,,House Fruiche Yogurt Mix Mango Flavor 150g,,,,Japan
Little White Heart Cake,https://www.yamibuy.com/en/p/item/1016066101,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Moranca,117,$1.99,2 Options,Little White Heart Cake,,,4.6,China
Custard Cream Cake 6 pc 138g,https://www.yamibuy.com/en/p/lotte-custard-cream-cakes-original-6-pieces-138g/1016010981,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LOTTE Korea,91,$2.99,2 Options,Custard Cream Cake 6 pc 138g,,,4.5,Korea
Custard Mini Cream 125g,https://www.yamibuy.com/en/p/custard-mini-cream-125g/1016090161,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ORANGE,,,,Custard Mini Cream 125g,$4.39,$4.69,,Korea
Hand-made Crispy Cake 7.5g*12,https://www.yamibuy.com/en/p/sunnyhills-rusk-7-5g-12/1016066771,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SunnyHills,12,$23.99,,Hand-made Crispy Cake 7.5g*12,,,4.3,Taiwan
Cube Toast 320g 4pcs,https://www.yamibuy.com/en/p/cube-toast-320g-4pcs/1016081621,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LEJINJI,28,$4.89,,Cube Toast 320g 4pcs,,,4.8,China
Muffin Cream Flavor 192g,https://www.yamibuy.com/en/p/master-kong-muffin-cream-flavor-192g/1016010451,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MASTER KONG,44,$5.29,7 Options,Muffin Cream Flavor 192g,,,4.7,China
Peach Steamed Rice Cake 540g,https://www.yamibuy.com/en/p/peach-steamed-rice-cake-540g/1016089161,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LIZIQI,8,$22.99,,Peach Steamed Rice Cake 540g,,,4.9,China
Roll Cake Vanilla Flavor 240g,https://www.yamibuy.com/en/p/fershay-roll-cake-vanilla-240g/1016059451,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,FERSHAY,42,$3.19,2 Options,Roll Cake Vanilla Flavor 240g,,,4.5,Thailand
European Muffin Chocolate 200g,https://www.yamibuy.com/en/p/master-kong-european-muffin-chocolate-200g/1016016211,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MASTER KONG,34,,7 Options,European Muffin Chocolate 200g,$4.99,$5.29,4.4,China
Egg Cookie Honey Flavor 188g,https://www.yamibuy.com/en/p/egg-cookie-honey-flavor-188g/1016095521,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,AJI Taiwan,2,$3.69,,Egg Cookie Honey Flavor 188g,,,3,Taiwan
Finger Cake Cheese Flavor 368g,https://www.yamibuy.com/en/p/3/1016060621,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HEIMUYA,38,$3.89,3 Options,Finger Cake Cheese Flavor 368g,,,4.6,China
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
【Halloween Exclusive】Caplico Mini Obukuro 10pc 82.5g,https://www.yamibuy.com/en/p/glico-caplico-mini-obukuro-82-5g/1016063561,https://cdn.yamibuy.net/item/ea078e5389b8d7da3ffb3495a8cd5d0a_684x684.webp,GLICO,23,,,【Halloween Exclusive】Caplico Mini Obukuro 10pc 82.5g,$4.29,$4.49,4.9,Japan
【Frozen】Red Bean Milk Mille Crepe Cakes 680g,https://www.yamibuy.com/en/p/red-bean-milk-mille-crepe-cakes-680g/1146139881,https://cdn.yamibuy.net/item/20f6962dfb7153b49cce699d01cbc204_684x684.webp,TOUCHED,5,$32.99,3 Options,【Frozen】Red Bean Milk Mille Crepe Cakes 680g,,,5,Taiwan
Baum Cake Lemon Flavor 9pc,https://www.yamibuy.com/en/p/9/1016066341,https://cdn.yamibuy.net/item/0fbd548357acd2054a251ffbf28de16d_684x684.webp,MARUKIN,28,,,Baum Cake Lemon Flavor 9pc,$4.99,$5.49,4.4,Japan
Red Bean Jelly 5 Flavors 360g,https://www.yamibuy.com/en/p/sugimotoya-red-bean-jelly-5-flavors-360g/1016010911,https://cdn.yamibuy.net/item/2eb53274c87456c6e7e597e6fd367e49_684x684.webp,SUGIMOTOYA,19,$6.59,,Red Bean Jelly 5 Flavors 360g,,,4.7,Japan
Swiss Roll Coconut Flavor 176g,https://www.yamibuy.com/en/p/ego-swiss-roll-coconut-flavor-176g/1016008831,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,EGO,19,$2.59,2 Options,Swiss Roll Coconut Flavor 176g,,,3.8,Malaysia
Yogurt Flavor Cake 240g,https://www.yamibuy.com/en/p/sasiding-lactic-acid-flavor-cake-240g/1016086411,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,DALIGROUP,12,$4.39,,Yogurt Flavor Cake 240g,,,4.9,China
Waffle Cake Egg Flavor 270g,https://www.yamibuy.com/en/p/haoyoulikids-waffle-cake-270g/1016064641,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HAOYOULIKids,6,$3.99,,Waffle Cake Egg Flavor 270g,,,4.8,China
【Frozen】Uji Matcha Chestnut Mont Blanc Cake 239g,https://www.yamibuy.com/en/p/f-uji-matcha-pnt-blanc-cake-239g/1016085421,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,GOYO SHOKUHIN,4,$11.99,,【Frozen】Uji Matcha Chestnut Mont Blanc Cake 239g,,,5,Japan
First Snow Cake 550g,https://www.yamibuy.com/en/p/first-snow-cake-550g/1016080541,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SNACK LAB,10,,,First Snow Cake 550g,$10.99,$11.99,5,China
Cake Red Velvet and Blueberry Flavor  80g,https://www.yamibuy.com/en/p/steamed-cake-blueberry-flavor-80g/1016084181,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Xiu XIan Nong Chang,12,,5 Options,Cake Red Velvet and Blueberry Flavor  80g,$2.99,$3.49,4.6,China
Rock cake 158g,https://www.yamibuy.com/en/p/rock-cake-158g/1016079961,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Yi Mai Fan,15,$14.99,4 Options,Rock cake 158g,,,4.5,China
Hazelnut Chocolate Cake 12pc 336g,https://www.yamibuy.com/en/p/orion-hazelnut-chocolate-cake-12pc-336g/1016018161,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ORION,11,$6.39,3 Options,Hazelnut Chocolate Cake 12pc 336g,,,4.5,Korea
Cake Cheese and Milk Tea Flavor 80g,https://www.yamibuy.com/en/p/steamed-cake-cheese-and-milk-tea-flavor-80g/1016084231,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Xiu XIan Nong Chang,12,,5 Options,Cake Cheese and Milk Tea Flavor 80g,$2.99,$3.49,4.4,China
Strawberry Jam Cookie 230g,https://www.yamibuy.com/en/p/lotte-strawberry-cookie-230g/1016068001,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LOTTE Korea,16,$2.49,,Strawberry Jam Cookie 230g,,,4.2,Korea
Dorayaki 9.8oz,https://www.yamibuy.com/en/p/kotobuki-azuki-dorayaki-9-8oz/1016057451,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KOTOBUKI AZUKI,5,$4.49,,Dorayaki 9.8oz,,,4.8,Japan
Wheat Red Bean & Sweet Potato Cake 209.5g,https://www.yamibuy.com/en/p/tenkei-wheat-red-bean-sweet-potato-cake-8-pieces/1016009471,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,TENKEI,15,$4.99,,Wheat Red Bean & Sweet Potato Cake 209.5g,,,4.6,Japan
Ding Dong Bear Harry Cake Camel Milk Flavor 450g,https://www.yamibuy.com/en/p/ding-dong-bear-harry-cake-camel-milk-flavor-450g/1016079771,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,DOCIM,10,$10.99,,Ding Dong Bear Harry Cake Camel Milk Flavor 450g,,,4.6,China
Matcha Marshmallow Chocolate Pie 8pc 300g,https://www.yamibuy.com/en/p/matcha-marshmallow-chocolate-pie-8pc-300g/1016094221,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Tastee,,$4.99,,Matcha Marshmallow Chocolate Pie 8pc 300g,,,,Korea
Mochi with Shredded Coco-nut Meat,https://www.yamibuy.com/en/p/mochi-with-shredded-coco-nut-meat/1016085201,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,APOJIADE,7,$3.59,3 Options,Mochi with Shredded Coco-nut Meat,,,4.7,China
Fresh Strawberry Filling Pie 6 Pieces,https://www.yamibuy.com/en/p/orion-fresh-strawberry-filling-pie-6-pieces/1016047501,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ORION,9,$4.59,5 Options,Fresh Strawberry Filling Pie 6 Pieces,,,4.2,Korea
Ding Dong Bear Paw Cake Boba Milk Tea Flavor 420g,https://www.yamibuy.com/en/p/ding-dong-bear-paw-cake-boba-milk-tea-flavor-420g/1016079761,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,DOCIM,10,,,Ding Dong Bear Paw Cake Boba Milk Tea Flavor 420g,$12.59,$12.99,4.3,China
Mini Baked Chizu Cake 119g,https://www.yamibuy.com/en/p/bourbon-mini-baked-chizu-cake-119g/1016075641,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BOURBON,9,$4.99,,Mini Baked Chizu Cake 119g,,,4.3,Japan
Fresh Sea Salt Cheese Cake 312g,https://www.yamibuy.com/en/p/fresh-sea-salt-cheese-cake-312g/1016086501,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,mage's,4,,,Fresh Sea Salt Cheese Cake 312g,$4.69,$6.29,4.2,China
Beans Cake 150g,https://www.yamibuy.com/en/p/laman-sweet-beans-cake-150g/1016059181,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LAMAN SWEET,11,$3.69,,Beans Cake 150g,,,4.1,Japan
INTERNATIONAL FOOD Mung Bean Cake Grape Flavor 300g,https://www.yamibuy.com/en/p/international-food-mung-bean-cake-grape-flavor-300g/1016015791,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,zhoujimeishi,6,$2.99,,INTERNATIONAL FOOD Mung Bean Cake Grape Flavor 300g,,,4,China
Finger Cake Banana Flavor 368g,https://www.yamibuy.com/en/p/3/1016060601,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HEIMUYA,9,$3.89,3 Options,Finger Cake Banana Flavor 368g,,,4.1,China
【Yami Box】Afternoon Tea Box,https://www.yamibuy.com/en/p/tea-meets-dessert/1016089311,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,OTHER BRANDS,7,,,【Yami Box】Afternoon Tea Box,$32.99,$33.56,5,N/A
Choco Pie 360g,https://www.yamibuy.com/en/p/natural-story-choco-pie-360g/1016058551,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NATURAL STORY,3,,,Choco Pie 360g,$3.99,$4.09,5,Korea
Home Pie Cheese Flavor 6P 86g,https://www.yamibuy.com/en/p/home-pie-mimi-amajoppa-assort-6p-86g/1016083151,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,FUJIYA,7,$4.29,,Home Pie Cheese Flavor 6P 86g,,,4.9,Japan
Planet Cakes 80g,https://www.yamibuy.com/en/p/planet-cakes-80g/1016087871,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BEIFU,2,$3.99,,Planet Cakes 80g,,,5,China
Salted Egg Yolk Cookies 120g,https://www.yamibuy.com/en/p/chuchuangbenjia-salted-egg-yolk-cookies-120g/1016062341,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CHUCHUANGBENJIA,9,$2.69,,Salted Egg Yolk Cookies 120g,,,4.1,China
Donut Original Flavor 336g,https://www.yamibuy.com/en/p/haoyoulikids-donut-original-flavor-336g/1016064661,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HAOYOULIKids,4,$3.99,,Donut Original Flavor 336g,,,4.5,China
MARUKYO Steamed Bean Cake 8pcs 240g,https://www.yamibuy.com/en/p/marukyo-steamed-bean-cake-8pcs-240g/1016013731,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,WANGJING,5,$5.99,,MARUKYO Steamed Bean Cake 8pcs 240g,,,4.2,Japan
Peach and Red Bean Dorayaki 164g,https://www.yamibuy.com/en/p/hakuto-an-dorayaki-164g/1016093501,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ICHIEI,1,$5.49,,Peach and Red Bean Dorayaki 164g,,,4,Japan
Mini Chocolate Cake 48g,https://www.yamibuy.com/en/p/petit-mini-chocolate-cake-48g/1016081061,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BOURBON,6,,,Mini Chocolate Cake 48g,$1.69,$1.99,4.8,Japan
BAKE Chocolate Pie 10pcs Line Friends,https://www.yamibuy.com/en/p/morinaga-bake-chocolate-pie-10pcs-line-friends/1016056811,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MORINAGA,7,$3.49,2 Options,BAKE Chocolate Pie 10pcs Line Friends,,,3.9,Japan
OH Yes Chocolate Coated Cake Purple Sweet Potato Flavor 360g,https://www.yamibuy.com/en/p/haitai-oh-yes-chocolate-coated-cake-purple-sweet-potato-flavor-360g/1016047471,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HAITAI,5,$5.29,2 Options,OH Yes Chocolate Coated Cake Purple Sweet Potato Flavor 360g,,,4.4,Korea
