Title,Title_link,brand-title,Price,comment-star__count,brand-variants,Headline,Field1,Field2,Field3,Field4
【Hot n Spicy Value Set】Salty Egg Instant Noodle 92g * 3pc WONGLOKAT Herbal Tea 310ml * 6pc,https://www.yamibuy.com/en/p/hot-n-spicy-value-set-salty-egg-instant-noodle-92g-3pc-wonglokat-herbal-tea-310ml-6pc/1020031661,OTHER BRANDS,,4,,【Hot n Spicy Value Set】Salty Egg Instant Noodle 92g * 3pc WONGLOKAT Herbal Tea 310ml * 6pc,4,N/A,China,5
SHJ Creamy Wafer Salty Egg Flavor 135g,https://www.yamibuy.com/en/p/shj-creamy-wafer-salty-egg-flavor-135g/1016062581,TRIKOFOODS,$2.49,11,,SHJ Creamy Wafer Salty Egg Flavor 135g,11,Taiwan,,3.8
Waves Series SPRAY Remote Control Love Egg,https://www.yamibuy.com/en/p/waves-series-spray-remote-control-love-egg/2031019941,Tryfun,,1,,Waves Series SPRAY Remote Control Love Egg,1,China,,5
Sweetmonster Egg Cookie 100g,https://www.yamibuy.com/en/p/sweet-monster-sweetmonster-egg-cookie-100g/1016057501,Sweet Monster,$1.59,9,,Sweetmonster Egg Cookie 100g,9,Korea,,4.8
Salted Egg Cassava Chips 230g,https://www.yamibuy.com/en/p/irvins-salted-egg-cassava-chips-230g/1017035571,IRVINS,$17.99,1,2 Options,Salted Egg Cassava Chips 230g,1,Singapore,,5
HONG KONG White Lotus Seed Paste Mooncake With Egg Yolks 4pc 740g,https://www.yamibuy.com/en/p/hong-kong-mei-xim-white-lotus-seed-paste-mooncake-with-egg-yolks-4pc-740g/1016012371,MEI XIN,$55.99,5,10 Options,HONG KONG White Lotus Seed Paste Mooncake With Egg Yolks 4pc 740g,5,Hong Kong,Hong Kong,4.6
De Xing Mushroom Egg Noodle 780g,https://www.yamibuy.com/en/p/de-xing-mushroom-egg-noodle-780g/1149002971,DEXIMICH,$4.99,5,,De Xing Mushroom Egg Noodle 780g,5,China,,4.8
TEICALO Songlae Brown Rice Cracker Cuttlefish Salted Egg Flavor 60g,https://www.yamibuy.com/en/p/songlae-60g-brown-rice-cracker-cuttlefish-salted-egg-flavor-pack-24/1017031571,THAILAND TEICALO,,8,2 Options,TEICALO Songlae Brown Rice Cracker Cuttlefish Salted Egg Flavor 60g,8,Thailand,Salted Egg Yolk Flavor,3.2
【Frozen】Fried Rice with Zucchini & Egg 330g,https://www.yamibuy.com/en/p/fried-rice-with-zucchini-egg-330g/1147010211,Mr. Lee,$2.99,,,【Frozen】Fried Rice with Zucchini & Egg 330g,Be the first!,China,,
Salted Egg Yolk Flavor Broad Beans 140g,https://www.yamibuy.com/en/p/salted-egg-yolk-flavor-broad-beans-140g/1019065501,ZHANGDOU,$4.59,5,,Salted Egg Yolk Flavor Broad Beans 140g,5,China,,4.6
J&J Potato Chips Tomato Scrambled Egg Flavor 120g,https://www.yamibuy.com/en/p/j-j-potato-chips-tomato-scrambled-egg-flavor-120g/1017035441,JANE JANE,$4.59,4,,J&J Potato Chips Tomato Scrambled Egg Flavor 120g,4,Taiwan,,4.2
Fish Skin Salted Egg Yolk Flavor 50g,https://www.yamibuy.com/en/p/wei-back-fish-skin-salted-egg-yolk-flavor-50g/1019035331,WEI BACK,,3,4 Options,Fish Skin Salted Egg Yolk Flavor 50g,3,China,China,4.3
Delicious Cookies and egg rolls Selection 300g,https://www.yamibuy.com/en/p/delicious-ds-15/1016093391,BOURBON,$19.99,,,Delicious Cookies and egg rolls Selection 300g,Be the first!,Japan,,
XIAANGNIAN Knife Sliced Wheat Core Noodles-Egg Flavor 200g,https://www.yamibuy.com/en/p/xiaangnian-knife-sliced-wheat-core-noodles-egg-flavor-200g/1149008071,XIANGNIAN,$1.79,4,,XIAANGNIAN Knife Sliced Wheat Core Noodles-Egg Flavor 200g,4,China,,5
YUKI/LOVE Salted Egg Yolk Cake 200g,https://www.yamibuy.com/en/p/yuki-love-salted-egg-yolk-cake-200g/1016048321,YUKI&LOVE,$3.59,1,,YUKI/LOVE Salted Egg Yolk Cake 200g,1,Taiwan,,3
Soft Flour Cake Egg Crisp Crackers Sesame Flavor 600g,https://www.yamibuy.com/en/p/miguduo-soft-flour-cake-egg-crisp-crackers-sesame-flavor-600g/1016025821,MIGUDUO,$3.99,2,,Soft Flour Cake Egg Crisp Crackers Sesame Flavor 600g,2,China,China,5
Japan Tamago Boro Baby Snack Cookie Egg Bolo 24mo+ 120g,https://www.yamibuy.com/en/p/japan-hashimoto-tamago-boro-baby-snack-cookie-egg-bolo-24mo-120g/1027028711,HASHIMOTO,,,,Japan Tamago Boro Baby Snack Cookie Egg Bolo 24mo+ 120g,Be the first!,Japan,,
ROHTO Deoco  Deodorant Roll-On 30ml,https://www.yamibuy.com/en/p/rohto-deoco-deodorant-roll-on-30ml/3025050821,ROHTO,$15.95,,,ROHTO Deoco  Deodorant Roll-On 30ml,Be the first!,Japan,,
Sosu Nose Mint Roll on super mint scent 3ml,https://www.yamibuy.com/en/p/sosu-nose-mint-roll-on-super-mint-scent-3ml/3025043331,SOSU,$10.11,,,Sosu Nose Mint Roll on super mint scent 3ml,Be the first!,Japan,,
HARIO Egg Cooker White,https://www.yamibuy.com/en/p/hario-egg-cooker-white/3029047441,HARIO,$12.51,,,HARIO Egg Cooker White,Be the first!,Japan,,
Tomato  Noodle 120g,https://www.yamibuy.com/en/p/shizuren-tomato-egg-noodle-120g/1021070481,SHIZUREN,,76,,Tomato  Noodle 120g,76,China,,4.5
FOOD Enoki Mushroom 175g,https://www.yamibuy.com/en/p/keshun-food-enoki-mushroom-175g/1021009771,YUMEI,$2.79,511,,FOOD Enoki Mushroom 175g,511,China,,4.7
Soft Boiled Spiced Eggs 210g,https://www.yamibuy.com/en/p/fuji-soft-boiled-spiced-eggs-210g/1021008631,FUJI,$4.39,469,,Soft Boiled Spiced Eggs 210g,469,Taiwan,,4.5
Abalone in Premium Oyster Sauce 440g,https://www.yamibuy.com/en/p/abalone-in-premium-oyster-sauce-440g/1147011611,LEE KUM KEE,$27.99,,,Abalone in Premium Oyster Sauce 440g,Be the first!,Hong Kong,,
Cooked Fish Balls,https://www.yamibuy.com/en/p/cooked-fish-balls/1147011531,JINYU,$3.99,,,Cooked Fish Balls,Be the first!,China,,
Deluxe Abalone in Brown Braised Sauce 220g,https://www.yamibuy.com/en/p/deluxe-abalone-in-brown-braised-sauce-220g/1147011601,LEE KUM KEE,,,,Deluxe Abalone in Brown Braised Sauce 220g,Be the first!,Hong Kong,,
Bamboo Shoots with Green Chilli  100g,https://www.yamibuy.com/en/p/bamboo-shoots-with-green-chilli-100g/1147007281,YOUYOU,$1.99,3,2 Options,Bamboo Shoots with Green Chilli  100g,3,China,Sansho Pepper Flavor,4.7
JIXIANGJU ShereddedKelp in Chili Oil 88g,https://www.yamibuy.com/en/p/jixiangju-shereddedkelp-in-chili-oil-88g/1021009281,JI XIANG JU,$0.79,225,,JIXIANGJU ShereddedKelp in Chili Oil 88g,225,China,China,4.1
Cooked Fish Ball Spicy,https://www.yamibuy.com/en/p/frozen-fried-dough-stick/1149014561,JINYU,$3.99,3,,Cooked Fish Ball Spicy,3,China,,5
Braised Abalone in Scallop Sauce Gift Box 660g,https://www.yamibuy.com/en/p/braised-abalone-in-scallop-sauce-gift-box-660g/1147011761,CAPTAIN JIANG,$34.99,,,Braised Abalone in Scallop Sauce Gift Box 660g,Be the first!,China,,
Sauteed Lotus Root 20pcs 600g,https://www.yamibuy.com/en/p/koushuiwa-sauteed-lotus-root-20pcs-600g/1021028071,KOUSHUIWA,$6.99,48,,Sauteed Lotus Root 20pcs 600g,48,China,China,4.3
Spicy Lotus Root 168g,https://www.yamibuy.com/en/p/bestore-spicy-lotus-root-168g/1021028311,BESTORE,$4.39,30,,Spicy Lotus Root 168g,30,China,,4
Bamboo Shoots with Red Chilli 100g,https://www.yamibuy.com/en/p/bamboo-shoots-with-red-chilli-100g/1147007291,YOUYOU,$1.99,4,2 Options,Bamboo Shoots with Red Chilli 100g,4,China,Pickled Pepper Flavor,4.5
Braised Abalone 3 Cans,https://www.yamibuy.com/en/p/braised-abalone-3-cans/1147011591,HK ON KEE,$39.99,1,,Braised Abalone 3 Cans,1,Hong Kong,,5
FU CHE Soft Boiled Chicken Eggs Tea Flavor 210g,https://www.yamibuy.com/en/p/fu-che-soft-boiled-chicken-eggs-tea-flavor-210g/1021009641,FUJI,$4.39,226,,FU CHE Soft Boiled Chicken Eggs Tea Flavor 210g,226,China,Taiwan,4.6
Seasoned Bamboo shoots 350g,https://www.yamibuy.com/en/p/tomo-foods-seasoned-bamboo-shoots-350g/1021009991,TOMO FOODS,$2.69,169,,Seasoned Bamboo shoots 350g,169,China,,4.7
Spicy Seaweed 80g,https://www.yamibuy.com/en/p/maladuona-spicy-seaweed-80g/1147002851,MALADUONA,,111,,Spicy Seaweed 80g,111,China,,4.4
Instant Jellyfish Sesame Oil Flavor 150g,https://www.yamibuy.com/en/p/panda-instant-jellyfish-sesame-oil-flavor-150g/1147000181,PANDA,,55,,Instant Jellyfish Sesame Oil Flavor 150g,55,China,Non-organic,3.7
ONETENG Jumbo Grade Cooked Salted Duck Eggs 290g,https://www.yamibuy.com/en/p/oneteng-jumbo-grade-cooked-salted-duck-eggs-290g/1147003281,SUNGIVEN FOODS,$3.89,93,,ONETENG Jumbo Grade Cooked Salted Duck Eggs 290g,93,China,,4.6
Spicy Lotus 30pcs 900g,https://www.yamibuy.com/en/p/weidaoshezu-spicy-lotus-30pcs-900g/1021021631,WEIDAOSHEZU,$8.69,95,,Spicy Lotus 30pcs 900g,95,China,China,4.2
CHIN YEN Fried Gluten With Peanuts 200g,https://www.yamibuy.com/en/p/chin-yen-fried-gluten-with-peanuts-200g/1021011161,CHIN YEH,$1.69,15,,CHIN YEN Fried Gluten With Peanuts 200g,15,China,,4
Yuannan Special Jizongyin 300g,https://www.yamibuy.com/en/p/kaiyaofood-yuannan-special-jizongyin-300g/1021042501,KAIYAOFOOD,$9.30,23,,Yuannan Special Jizongyin 300g,23,China,,4.7
Salted Jellyfish (Head) 908g,https://www.yamibuy.com/en/p/watson-salted-jellyfish-head-908g/1147001631,WATSON,,16,,Salted Jellyfish (Head) 908g,16,Japan,,3.8
Braised Preserved Vegetables 150g,https://www.yamibuy.com/en/p/braised-pork-with-preserved-vegetables-150g/1147007551,HNCC,,11,,Braised Preserved Vegetables 150g,11,China,,4.9
Bamboo Shoots (pickled Pepper Flavor) 400g,https://www.yamibuy.com/en/p/yumei-bamboo-shoots-pickled-pepper-flavor-400g/1147003131,YUMEI,$3.99,13,,Bamboo Shoots (pickled Pepper Flavor) 400g,13,China,,4.8
Fried Gluten in Peanuts with Soy Sauce no MSG 170g,https://www.yamibuy.com/en/p/wei-chuan-fried-gluten-in-peanuts-with-soy-sauce-no-msg-170g/1147003191,WEIQUAN,$1.49,30,,Fried Gluten in Peanuts with Soy Sauce no MSG 170g,30,United States,,4
JXJFOOD Cowpeas in Chili Oil 180g,https://www.yamibuy.com/en/p/jxjfood-cowpeas-in-chili-oil-180g/1021018991,JI XIANG JU,$1.79,13,,JXJFOOD Cowpeas in Chili Oil 180g,13,China,,4.7
Preserved Cowpea 280g,https://www.yamibuy.com/en/p/caihuaxiang-preserved-cowpea-280g/1021011121,CAIHUAXIANG,$3.59,28,,Preserved Cowpea 280g,28,China,,4.6
FXY Shanghai Spicy Bamboo Shoots 280g,https://www.yamibuy.com/en/p/fxy-shanghai-spicy-bamboo-shoots-280g/1147001041,FUXiangYuan,$3.99,6,,FXY Shanghai Spicy Bamboo Shoots 280g,6,China,,5
Seaweed Knots Spicy Flavor 218g,https://www.yamibuy.com/en/p/seaweed-knots-spicy-flavor-218g/1147009601,DONGDONG,$3.49,22,,Seaweed Knots Spicy Flavor 218g,22,China,,4.6
SUOLUOMEI Needle Mushroom Spicy Flavor 45g,https://www.yamibuy.com/en/p/suoluomei-needle-mushroom-spicy-flavor-45g/1021010321,SUO LUO MEI,$0.99,33,,SUOLUOMEI Needle Mushroom Spicy Flavor 45g,33,China,China,3.3
Spicy Enoki Mushroom 30g*25,https://www.yamibuy.com/en/p/shudaoxiang-spicy-enoki-mushroom-30g-25/1147004461,SHUDAOXIANG,$8.99,15,,Spicy Enoki Mushroom 30g*25,15,China,,4.5
Crispy Lotus Root Slices 150g,https://www.yamibuy.com/en/p/crispy-lotus-root-slices/1147008071,THREE SQUIRRELS,,4,,Crispy Lotus Root Slices 150g,4,China,,5
Smoked Bamboo Shoots 300g,https://www.yamibuy.com/en/p/smoked-bamboo-shoots-300g/1147007511,HNCC,$1.99,4,,Smoked Bamboo Shoots 300g,4,China,,4.8
WEIFENG Xiang La Dou Chi Ling Yu 184g,https://www.yamibuy.com/en/p/chuzhibao-xiang-la-dou-chi-ling-yu-184g/1021060181,CHUZHIBAO,$3.69,10,2 Options,WEIFENG Xiang La Dou Chi Ling Yu 184g,10,United States,Spicy,4.4
Spicy Lettuce  30packs  960g,https://www.yamibuy.com/en/p/gagazui-spicy-lettuce-30packs-960g/1021033771,GAGAZUI,$8.99,25,,Spicy Lettuce  30packs  960g,25,China,China,2.8
LYF Spicy Kelp 250g,https://www.yamibuy.com/en/p/lyf-spicy-kelp-250g/1147001591,yifen,,17,,LYF Spicy Kelp 250g,17,China,,4.8
FXY Sichuan Spicy Bamboo 280g,https://www.yamibuy.com/en/p/fxy-sichuan-spicy-bamboo-280g/1147001051,FUXiangYuan,$3.99,8,,FXY Sichuan Spicy Bamboo 280g,8,China,,3.4
Yunnan Special Songrongyin 248g,https://www.yamibuy.com/en/p/yunnan-special-songrongyin-248g/1021042511,KAIYAOFOOD,$7.29,12,,Yunnan Special Songrongyin 248g,12,China,China,4.6
Preserved Mustard 280g,https://www.yamibuy.com/en/p/caihuaxiang-preserved-mustard-280g/1021011091,CAIHUAXIANG,$3.59,13,,Preserved Mustard 280g,13,China,China,4.4
FXY Carbon baked bamboo shoots 280g,https://www.yamibuy.com/en/p/fxy-carbon-baked-bamboo-shoots-280g/1147001061,FUXiangYuan,$3.99,10,,FXY Carbon baked bamboo shoots 280g,10,China,,4.8
Lotus Root Strips (Sour and Hot Flavor) 120g,https://www.yamibuy.com/en/p/bestore-lotus-root-strips-sour-and-hot-flavor-120g/1147005981,BESTORE,$6.19,11,,Lotus Root Strips (Sour and Hot Flavor) 120g,11,China,,4.8
Preserved Duck Gees 240g,https://www.yamibuy.com/en/p/gold-plum-preserved-duck-gees-240g/1021041531,GOLD PLUM,$3.89,5,,Preserved Duck Gees 240g,5,China,China,3.4
Quail Eggs in Water 425g,https://www.yamibuy.com/en/p/asian-best-quail-eggs-in-water-425g/1021059801,ASIAN BEST,$3.99,2,,Quail Eggs in Water 425g,2,Thailand,"Quail eggs, water, etc.",2.5
Barbecue Pickled Mushroom 160g,https://www.yamibuy.com/en/p/bestore-barbecue-pickled-mushroom-160g/1147000121,BESTORE,$6.99,6,,Barbecue Pickled Mushroom 160g,6,China,"Mushrooms, edible boletus, soybean oil, pepper, salt, etc.",3.8
Shan Chuan Lv Ye Braised Bamboo Shoots 500g,https://www.yamibuy.com/en/p/shan-chuan-lv-ye-braised-bamboo-shoots-500g/1147002911,OTHER BRANDS,$6.99,3,,Shan Chuan Lv Ye Braised Bamboo Shoots 500g,3,N/A,,5
Seasoned Mixed Vegetable 250g,https://www.yamibuy.com/en/p/seasoned-mixed-vegetable-250g/1147007481,HNCC,$2.99,3,,Seasoned Mixed Vegetable 250g,3,China,,5
Spicy Lotus Root  28g*20pcs,https://www.yamibuy.com/en/p/budaishixiong-spicy-lotus-root-28g-20pcs/1021055921,BUDAISHIXIONG,$6.49,6,,Spicy Lotus Root  28g*20pcs,6,China,China,2.7
Abalone 180g,https://www.yamibuy.com/en/p/abalone-180g/1147011061,HK ON KEE,$15.99,1,,Abalone 180g,1,Hong Kong,,4
Potato Chips Spicy Flavor 200g,https://www.yamibuy.com/en/p/weilong-potato-chips-spicy-flavor-200g/1017021611,WEILONG,,282,2 Options,Potato Chips Spicy Flavor 200g,282,China,China,4.5
Brine Seaweed 700g,https://www.yamibuy.com/en/p/koushuiwa-brine-seaweed-700g/1021028061,KOUSHUIWA,$6.99,32,,Brine Seaweed 700g,32,China,China,4.5
Lotus Root Sweet and Sour Spicy Flavor 100g,https://www.yamibuy.com/en/p/6971749400120/1147002891,YUMEI,$1.69,349,,Lotus Root Sweet and Sour Spicy Flavor 100g,349,China,,4.5
JXJFOOD Pickled Vegetable In Chili Oil 180g,https://www.yamibuy.com/en/p/jxjfood-pickled-vegetable-in-chili-oil-180g/1021019071,JI XIANG JU,$1.69,18,,JXJFOOD Pickled Vegetable In Chili Oil 180g,18,China,,4.7
GGZ Kelp Spicy Flavor 30bags,https://www.yamibuy.com/en/p/ggz-kelp-spicy-flavor-30bags/1147001561,GAGAZUI,$8.99,184,,GGZ Kelp Spicy Flavor 30bags,184,China,,4.7
Wild Arrow Bamboo (Boiled Bamboo Shoot) 300g,https://www.yamibuy.com/en/p/lam-sheng-kee-wild-arrow-bamboo-boiled-bamboo-shoot-300g/1147002001,LAM SHENG KEE,$3.29,41,,Wild Arrow Bamboo (Boiled Bamboo Shoot) 300g,41,Taiwan,,4.9
Instant Jellyfish Sesame Oil Flavor 150g,https://www.yamibuy.com/en/p/asian-taste-instant-jellyfish-sesame-oil-flavor-150g/1021026101,ASIAN TASTE,,9,,Instant Jellyfish Sesame Oil Flavor 150g,9,Taiwan,,4.4
Fat Tel Cheung 285g,https://www.yamibuy.com/en/p/companion-fat-tel-cheung-285g/1021060061,COMPANION,$2.99,2,,Fat Tel Cheung 285g,2,Taiwan,Taiwan,2
GOURMET FARM Cooked Salted Duck Eggs (Double Yolks) 288g,https://www.yamibuy.com/en/p/gourmet-farm-cooked-salted-duck-eggs-double-yolks-288g/1021021991,ZHUANG YUAN,$5.99,143,,GOURMET FARM Cooked Salted Duck Eggs (Double Yolks) 288g,143,China,,4.7
Spicy Enoki Mushroom 30g,https://www.yamibuy.com/en/p/spicy-enoki-mushroom-30g/1147007341,SHUDAOXIANG,$0.39,118,,Spicy Enoki Mushroom 30g,118,China,,4.8
JIXIANGJU Cowpea Beans with Pickled Chili 88g,https://www.yamibuy.com/en/p/jixiangju-cowpea-beans-with-pickled-chili-88g/1021009271,JI XIANG JU,$0.79,81,,JIXIANGJU Cowpea Beans with Pickled Chili 88g,81,China,China,4.8
FUCHE Boiled Eggs Original Flavor 6pcs 150g,https://www.yamibuy.com/en/p/fuche-boiled-eggs-original-flavor-6pcs-150g/1021009051,FUJI,$4.39,99,,FUCHE Boiled Eggs Original Flavor 6pcs 150g,99,Taiwan,,4.5
JIXIANGJU Spicy Pickled Radish 80g,https://www.yamibuy.com/en/p/jixiangju-spicy-pickled-radish-80g/1021011261,JI XIANG JU,$0.79,90,,JIXIANGJU Spicy Pickled Radish 80g,90,China,,4.2
Peeper Preserved Whole Bamboo 90g,https://www.yamibuy.com/en/p/suo-luo-mei-peeper-preserved-whole-bamboo-90g/1021009591,SUO LUO MEI,$1.99,103,,Peeper Preserved Whole Bamboo 90g,103,China,,3.9
Spicy Cowpea 80g,https://www.yamibuy.com/en/p/spicy-cowpea-80g/1147010911,JI XIANG JU,$0.89,1,,Spicy Cowpea 80g,1,China,,5
Spicy Enoki Mushroom 55g,https://www.yamibuy.com/en/p/golden-zone-spicy-enoki-mushroom-55g/1021010691,GOLDEN ZONE,$0.89,180,,Spicy Enoki Mushroom 55g,180,China,China,4.8
JIXIANGJU Cowpea Beans In Chili Oil 228g,https://www.yamibuy.com/en/p/jixiangju-cowpea-beans-in-chili-oil-228g/1021009891,JI XIANG JU,$2.69,70,,JIXIANGJU Cowpea Beans In Chili Oil 228g,70,China,,4.7
Quail Egges in Water 425g,https://www.yamibuy.com/en/p/companion-quail-egges-in-water-425g/1021009181,COMPANION,$2.89,53,,Quail Egges in Water 425g,53,Taiwan,Taiwan,4.6
Wild Arrow Bamboo (Boiled Bamboo Shoot) 500g,https://www.yamibuy.com/en/p/lam-sheng-kee-wild-arrow-bamboo-boiled-bamboo-shoot-500g/1147001981,LAM SHENG KEE,$5.69,44,,Wild Arrow Bamboo (Boiled Bamboo Shoot) 500g,44,Taiwan,,4.8
JIXIANGJU ShereddedKelp in Wild Peeper 88g,https://www.yamibuy.com/en/p/jixiangju-shereddedkelp-in-wild-peeper-88g/1021010041,JI XIANG JU,$0.79,50,,JIXIANGJU ShereddedKelp in Wild Peeper 88g,50,China,China,4.4
Instant Jellyfish Hot&Spicy Flavor 150g,https://www.yamibuy.com/en/p/asian-taste-instant-jellyfish-hot-spicy-flavor-150g/1021009391,ASIAN TASTE,$2.99,25,,Instant Jellyfish Hot&Spicy Flavor 150g,25,Taiwan,China,4.3
Salted Cooked Duck Eggs 300g,https://www.yamibuy.com/en/p/gold-plum-salted-cooked-duck-eggs-300g/1021009711,GOLD PLUM,$3.69,48,,Salted Cooked Duck Eggs 300g,48,China,China,4.3
Salted Jellyfish (Slice) 908g,https://www.yamibuy.com/en/p/watson-salted-jellyfish-slice-908g/1147001621,WATSON,$11.99,19,,Salted Jellyfish (Slice) 908g,19,Japan,,4.4
Mailing Braised Dough 354g,https://www.yamibuy.com/en/p/maling-mailing-braised-dough-354g/1147002531,MALING,,20,,Mailing Braised Dough 354g,20,China,,4.8
Braised Bract Duck Flavor 30 Packs Into 900g,https://www.yamibuy.com/en/p/gagazui-braised-bract-duck-flavor-30-packs-into-900g/1019044111,GAGAZUI,$8.99,105,,Braised Bract Duck Flavor 30 Packs Into 900g,105,China,,4.4
JINGDUIGU Kelp ( Spicy Flavor) 168g,https://www.yamibuy.com/en/p/jingduigu-kelp-spicy-flavor-168g/1147006771,Jinduigu Food,$3.39,17,,JINGDUIGU Kelp ( Spicy Flavor) 168g,17,China,,4.9
Spicy Needle Mushroom 120g,https://www.yamibuy.com/en/p/junweixuan-spicy-needle-mushroom-120g/1021020261,JUNWEIXUAN,$3.09,25,,Spicy Needle Mushroom 120g,25,JUNWEIXUAN,,3.6
BE & CHERRY Spicy Lotus Root 180g,https://www.yamibuy.com/en/p/be-cherry-spicy-lotus-root-180g/1021037211,BE & CHEERY,,15,,BE & CHERRY Spicy Lotus Root 180g,15,China,,4.1
Snacked bamboo shoot(pickle pepper),https://www.yamibuy.com/en/p/snacked-bamboo-shoot-shiitake-mushroom/1147006481,C-MACAU FOOD,$3.21,1,,Snacked bamboo shoot(pickle pepper),1,China,,4
FXY Mushroom Tender 280g,https://www.yamibuy.com/en/p/fxy-mushroom-tender-280g/1147001071,FUXiangYuan,$3.99,12,,FXY Mushroom Tender 280g,12,China,,4.5
FUCHE Soft Boiled Quail Eggs 6pcs 3.17oz,https://www.yamibuy.com/en/p/fuche-soft-boiled-quail-eggs-6pcs-3-17oz/1147002151,FUJI,$4.39,1,,FUCHE Soft Boiled Quail Eggs 6pcs 3.17oz,1,Taiwan,,5
Instant Jellyfish Sesame Oil Flavor 150g,https://www.yamibuy.com/en/p/asian-taste-instant-jellyfish-sesame-oil-flavor-150g/1021009381,ASIAN TASTE,$2.39,17,,Instant Jellyfish Sesame Oil Flavor 150g,17,Taiwan,Taiwan,3.9
Braised Saury 80g,https://www.yamibuy.com/en/p/de-delicious-braised-saury-80g/1147000421,De Delicious,$2.19,10,4 Options,Braised Saury 80g,10,Taiwan,Non-organic,3.8
LYF Spicy Enoki Mushroom 250g,https://www.yamibuy.com/en/p/lyf-spicy-enoki-mushroom-250g/1147001601,yifen,$4.79,,,LYF Spicy Enoki Mushroom 250g,Be the first!,China,,
Hot&Spicy Needle Mushroom   115g,https://www.yamibuy.com/en/p/shudaoxiang-hot-spicy-needle-mushroom-115g/1147005921,SHUDAOXIANG,$2.99,10,,Hot&Spicy Needle Mushroom   115g,10,China,,4.3
JIXIANGJU Pickled Mustard Greens w/Black Fungus 66g,https://www.yamibuy.com/en/p/jixiangju-pickled-mustard-greens-w-black-fungus-66g/1021010441,JI XIANG JU,,19,,JIXIANGJU Pickled Mustard Greens w/Black Fungus 66g,19,China,China,4.5
JINGDUIGU Kelp (Sour Spicy Flavor) 168g,https://www.yamibuy.com/en/p/jingduigu-kelp-sour-spicy-flavor-168g/1147006761,Jinduigu Food,$3.39,14,,JINGDUIGU Kelp (Sour Spicy Flavor) 168g,14,China,,4.5
Spicy Pickled Mushroom 160g,https://www.yamibuy.com/en/p/bestore-spicy-pickled-mushroom-160g/1147000111,BESTORE,$6.99,2,,Spicy Pickled Mushroom 160g,2,China,"Mushrooms, edible mushrooms, soybean oil, peppers, salt, etc.",3
JIXIANGJU Pickled Mustard Green 66g,https://www.yamibuy.com/en/p/jixiangju-pickled-mustard-green-66g/1021020231,JI XIANG JU,$0.69,10,,JIXIANGJU Pickled Mustard Green 66g,10,China,China,4.2
JIXIANGJU Five Flavor Pickled Radish 80g,https://www.yamibuy.com/en/p/jixiangju-five-flavor-pickled-radish-80g/1021011281,JI XIANG JU,$0.79,14,,JIXIANGJU Five Flavor Pickled Radish 80g,14,China,,3.7
JXJFOOD Preserved Vegetables Chili Sauce 180g,https://www.yamibuy.com/en/p/jxjfood-preserved-vegetables-chili-sauce-180g/1021019001,JI XIANG JU,$1.79,3,,JXJFOOD Preserved Vegetables Chili Sauce 180g,3,China,,3.7
Crispy White Sardine Hot and Sour Flavor 100g,https://www.yamibuy.com/en/p/chaolay-crispy-white-sardine-hot-and-sour-flavor-100g/1021059821,CHAOLAY,$4.59,7,,Crispy White Sardine Hot and Sour Flavor 100g,7,Thailand,Bag,3.4
Cooked Salted Duck Eggs 375g,https://www.yamibuy.com/en/p/khamphouk-cooked-salted-duck-eggs-375g/1021057271,KHAMPHOUK,$3.69,3,,Cooked Salted Duck Eggs 375g,3,Thailand,China,3.3
Canned Mackerel Pike 400g,https://www.yamibuy.com/en/p/sajo-canned-mackerel-pike-400g/1147001801,Sajo,$4.79,3,,Canned Mackerel Pike 400g,3,Korea,,5
Peeled Chestnut in Syrup 370g,https://www.yamibuy.com/en/p/jayone-peeled-chestnut-in-syrup-370g/1147001791,JAYONE,$7.99,3,,Peeled Chestnut in Syrup 370g,3,Korea,,4.7
Spicy Seaweed 28g*20pcs,https://www.yamibuy.com/en/p/budaishixiong-spicy-seaweed-28g-20pcs/1021055931,BUDAISHIXIONG,$6.49,4,,Spicy Seaweed 28g*20pcs,4,China,China,4
Crispy White Sardine Black Pepper Flavor 100g,https://www.yamibuy.com/en/p/chaolay-crispy-white-sardine-black-pepper-flavor-100g/1021059831,CHAOLAY,$4.59,2,,Crispy White Sardine Black Pepper Flavor 100g,2,Thailand,Bag,3
Spicy Kelp Knot 24g*20,https://www.yamibuy.com/en/p/shudaoxiang-spicy-kelp-knot-24g-20/1147004471,SHUDAOXIANG,$6.89,11,,Spicy Kelp Knot 24g*20,11,China,,4.5
Shan Chuan Lv Ye Braised Bamboo Shoots 500g,https://www.yamibuy.com/en/p/shan-chuan-lv-ye-braised-bamboo-shoots-500g/1147002921,OTHER BRANDS,$6.99,12,,Shan Chuan Lv Ye Braised Bamboo Shoots 500g,12,N/A,,4.9
Crispy White Sardine Original Flavor 100g,https://www.yamibuy.com/en/p/chaolay-crispy-white-sardine-original-flavor-100g/1021059811,CHAOLAY,$4.59,8,,Crispy White Sardine Original Flavor 100g,8,Thailand,Bag,4.5
