Title,Title_link,brand-title,comment-star__count,Price,brand-variants,Headline,Field1,Field2,Field3
TENGXIN Fish Toufu Crab Flavor 440g,https://www.yamibuy.com/en/p/tengxin-fish-toufu-crab-flavor-440g/1019006571,HAIXIN,22,$5.89,,TENGXIN Fish Toufu Crab Flavor 440g,22,China,3.5
Mushroon Tofu 130g,https://www.yamibuy.com/en/p/mushroon-tofu-130g/1019017881,CHUAN REN XIAO PIN,16,$2.29,,Mushroon Tofu 130g,16,China,4.5
LIUM Prune Snack 50g,https://www.yamibuy.com/en/p/lium-prune-snack-50g/1019026721,LIU LIU ORCHARD,8,$1.89,2 Options,LIUM Prune Snack 50g,8,China,4
Fish Tofu Cake Spicy 100g,https://www.yamibuy.com/en/p/yanting-fisherman-fish-tofu-cake-spicy-100g/1019007131,YANTING FISHERMAN,18,$2.99,,Fish Tofu Cake Spicy 100g,18,China,3.8
GENJI Vegetarian Fish(Beancurd) With Pickled Chilli 20g,https://www.yamibuy.com/en/p/genji-vegetarian-fish-beancurd-with-pickled-chilli-20g/1019049211,Genji Food,13,$0.49,2 Options,GENJI Vegetarian Fish(Beancurd) With Pickled Chilli 20g,13,China,4
WL Beancurd products 220g,https://www.yamibuy.com/en/p/wl-beancurd-products-220g/1019045601,WEILONG,9,$5.49,,WL Beancurd products 220g,9,China,4.6
Hawthorn Ball 268g,https://www.yamibuy.com/en/p/yimu-hawthorn-ball-268g/1019051041,YIMU,8,$2.49,,Hawthorn Ball 268g,8,China,4.9
Roasted Gluten 26g*20,https://www.yamibuy.com/en/p/dbxs-roasted-gluten-black-duck-flavor-26g-20/1019057151,DBXS,7,$5.69,,Roasted Gluten 26g*20,7,China,4.4
DACHIXIONG  Strips Renjian Spicy Flavor 60g,https://www.yamibuy.com/en/p/liray-dachixiong-strips-renjian-spicy-flavor-60g/1019029921,LIRAY,8,$1.69,2 Options,DACHIXIONG  Strips Renjian Spicy Flavor 60g,8,China,4.8
Stinky Tofu Cumin Flavor 108g,https://www.yamibuy.com/en/p/stinky-tofu-cumin-flavor-108g/1019069551,HUOGONGDIAN,1,$3.29,2 Options,Stinky Tofu Cumin Flavor 108g,1,China,5
Spicy Vegetarian Meat 36g*20,https://www.yamibuy.com/en/p/junzai-spicy-vegetarian-meat-36g-20/1019045911,JUNZAI,8,$5.99,2 Options,Spicy Vegetarian Meat 36g*20,8,China,4.4
YI-MENG Commune Hawthom Rolls 280g,https://www.yamibuy.com/en/p/yi-meng-commune-hawthom-rolls-280g/1019024001,YI-MENG RED FARM,6,$3.49,,YI-MENG Commune Hawthom Rolls 280g,6,China,4.8
Mulberry Hawthorn Block 108g,https://www.yamibuy.com/en/p/mulberry-hawthorn-block-108g/1019061861,WEI BACK,6,$3.69,,Mulberry Hawthorn Block 108g,6,China,4.3
Beancurd Extra Spicy Flavor 20pcs,https://www.yamibuy.com/en/p/xiangxiangzui-beancurd-extra-spicy-flavor-20pcs/1019012011,XIANGXIANGZUI,12,$6.29,3 Options,Beancurd Extra Spicy Flavor 20pcs,12,XIANGXIANGZUI,4
Bean Curd Shrip 85g,https://www.yamibuy.com/en/p/xiangxiangzui-bean-curd-shrip-85g/1019033161,XIANGXIANGZUI,7,$1.29,2 Options,Bean Curd Shrip 85g,7,China,4.7
Mulberry Hawthorn Ball 108g,https://www.yamibuy.com/en/p/mulberry-hawthorn-ball-108g/1019061871,WEI BACK,4,$3.69,,Mulberry Hawthorn Ball 108g,4,China,5
Tofu Strips Five Spice Flavor 460g,https://www.yamibuy.com/en/p/qilong-tofu-strips-five-spice-flavor-460g/1017033091,ZHANGQILONG,6,$8.99,,Tofu Strips Five Spice Flavor 460g,6,China,4.7
Tangsen Pancake 85g,https://www.yamibuy.com/en/p/zhangqilong-tangsen-pancake/1019058501,ZHANGQILONG,7,$0.99,,Tangsen Pancake 85g,7,China,4.7
TENGXIN FOODS Shake Fish Fish Tofu Spicy Flavor 20packs 440g,https://www.yamibuy.com/en/p/tengxin-foods-shake-fish-fish-tofu-spicy-flavor-20packs-440g/1019029271,HAIXIN,10,$6.29,2 Options,TENGXIN FOODS Shake Fish Fish Tofu Spicy Flavor 20packs 440g,10,China,3.8
Spicy Konjac 96g,https://www.yamibuy.com/en/p/jindazhou-spicy-konjac-96g/1019046781,JINDAZHOU,6,$2.99,,Spicy Konjac 96g,6,China,5
Gun Zhi Plum 200g,https://www.yamibuy.com/en/p/meiyuan-gun-zhi-plum-200g/1019048051,MEIYUAN,7,$3.39,7 Options,Gun Zhi Plum 200g,7,Taiwan,4.4
You Do Bean Curd String Artifical Beef Flavor 70g,https://www.yamibuy.com/en/p/kou-show-you-do-bean-curd-string-artifical-beef-flavor-70g/1019006441,KOU SHOW,6,$1.89,3 Options,You Do Bean Curd String Artifical Beef Flavor 70g,6,China,3.5
Bean Curd Sifangfan Hot Spicy Flavor 85g,https://www.yamibuy.com/en/p/xiangxiangzui-bean-curd-sifangfan-hot-spicy-flavor-85g/1019033121,XIANGXIANGZUI,7,$1.19,3 Options,Bean Curd Sifangfan Hot Spicy Flavor 85g,7,China,3.7
Mulberry Hawthorn Strip 108g,https://www.yamibuy.com/en/p/mulberry-hawthorn-strip-108g/1019061881,WEI BACK,2,$3.69,,Mulberry Hawthorn Strip 108g,2,China,5
Broad Beans 168g,https://www.yamibuy.com/en/p/shendacheng-broad-beans-168g/1019028131,Shendacheng,8,$4.49,,Broad Beans 168g,8,China,3.1
Preserved Oilive 130g,https://www.yamibuy.com/en/p/ten-wow-preserved-oilive-130g/1019026451,TEN WOW,2,$4.39,,Preserved Oilive 130g,2,China,5
Seedless Q Plum Honey Flavor 40g,https://www.yamibuy.com/en/p/ume-tonya-seedless-q-plum-honey-flavor-40g/1019045711,Ume Tonya,5,$2.89,3 Options,Seedless Q Plum Honey Flavor 40g,5,China,3.6
XIAOZHUFEIBA Hawthorn Stick 118g,https://www.yamibuy.com/en/p/118g-20/1019056581,OTHER BRANDS,2,$2.29,,XIAOZHUFEIBA Hawthorn Stick 118g,2,N/A,5
Wukong Strips 85g,https://www.yamibuy.com/en/p/zhangqilong-wukong-strips/1019058511,ZHANGQILONG,4,$0.99,,Wukong Strips 85g,4,China,4.8
Konjac Snack Sichuan Pepper Flavor 150g,https://www.yamibuy.com/en/p/bestore-konjac-sichuan-pepper-flavor-150g/1019062451,BESTORE,2,$4.39,2 Options,Konjac Snack Sichuan Pepper Flavor 150g,2,China,5
Hot Pot Flavor Small Spicy Slice 98g,https://www.yamibuy.com/en/p/shudaoxiang-hot-pot-flavor-small-spicy-slice-98g/1019058021,SHUDAOXIANG,1,$1.99,,Hot Pot Flavor Small Spicy Slice 98g,1,China,5
Spicy Green Beans 9backs 135g,https://www.yamibuy.com/en/p/ten-fu-s-tea-food-spicy-green-beans-9backs-135g/1019022961,TEN FU'S TEA FOOD,4,$4.29,,Spicy Green Beans 9backs 135g,4,China,4.5
Hawthorn Sticks 130g,https://www.yamibuy.com/en/p/hawthorn-sticks-130g/1019071481,yifen,,$2.29,,Hawthorn Sticks 130g,Be the first!,China,
Spicy Bean Curd 230g,https://www.yamibuy.com/en/p/spicy-bean-curd-230g/1019071401,yifen,,$2.49,,Spicy Bean Curd 230g,Be the first!,China,
Bean Curd Tiebanshao Flavor 85g,https://www.yamibuy.com/en/p/xiangxiangzui-bean-curd-tiebanshao-flavor-85g/1019033141,XIANGXIANGZUI,3,$1.29,2 Options,Bean Curd Tiebanshao Flavor 85g,3,China,2.3
Shredded Mushroom Cumin Flavor 45g,https://www.yamibuy.com/en/p/senlinjia-shredded-mushroom-cumin-flavor-45g/1019045521,SenLinJia,1,,,Shredded Mushroom Cumin Flavor 45g,1,China,5
Mini Sweet Potato 100g,https://www.yamibuy.com/en/p/bestore-mini-sweet-potato-100g/1019033621,BESTORE,,$2.49,,Mini Sweet Potato 100g,Be the first!,China,
NEDA Preserved Mango 60g,https://www.yamibuy.com/en/p/neda-preserved-mango-60g/1019026741,DEDA FRAM LIULIU QRCHARD,1,$2.99,,NEDA Preserved Mango 60g,1,China,1
YES SIR Crispy dried Shrimp-Hot spicy 25g,https://www.yamibuy.com/en/p/yes-sir-crispy-dried-shrimp-hot-spicy-25g/1019047611,XIAXIANSHENG,24,$4.39,3 Options,YES SIR Crispy dried Shrimp-Hot spicy 25g,24,Taiwan,4.6
Dried Fish (Iwashikko) 37g,https://www.yamibuy.com/en/p/izumiya-dried-fish-iwashikko-37g/1019047331,IZUMIYA,8,$4.99,,Dried Fish (Iwashikko) 37g,8,Japan,4.6
JML dried Chili flavor 148g,https://www.yamibuy.com/en/p/jml-dried-chili-flavor-155g/1021069111,JINMAILANG,16,$2.79,,JML dried Chili flavor 148g,16,China,4.4
YES SIR Crispy dried Crab-Seaweed wasabi 25g,https://www.yamibuy.com/en/p/yes-sir-crispy-dried-crab-seaweed-wasabi-25g/1019047621,XIAXIANSHENG,22,$3.99,3 Options,YES SIR Crispy dried Crab-Seaweed wasabi 25g,22,Taiwan,4.7
YOUNIYIMIAN Dried Noodles With Truffle 140g*4,https://www.yamibuy.com/en/p/youniyimian-dried-noodles-with-truffle-140g-4/1021075751,YNYM,13,$8.99,,YOUNIYIMIAN Dried Noodles With Truffle 140g*4,13,China,4.8
Dried Scallop lips-Spicy (Kimuchi kaihimo) 19g,https://www.yamibuy.com/en/p/kojima-dried-scallop-lips-spicy-kimuchi-kaihimo-28g/1019047461,KOJIMA,4,,,Dried Scallop lips-Spicy (Kimuchi kaihimo) 19g,4,Japan,4.8
Dried Shrimp (Otsumami Yaki Ebi)  11g,https://www.yamibuy.com/en/p/kojima-dried-shrimp-otsumami-yaki-ebi-10g/1019047381,KOJIMA,1,$2.79,,Dried Shrimp (Otsumami Yaki Ebi)  11g,1,Japan,2
Dried Shrimp-Almond 48g,https://www.yamibuy.com/en/p/izumiya-dried-shrimp-almond-48g/1019047341,IZUMIYA,2,$4.59,,Dried Shrimp-Almond 48g,2,Japan,5
Eden Fruit Gold Pillow Dried Durian 80g,https://www.yamibuy.com/en/p/eden-fruit-gold-pillow-dried-durian-80g/1017016731,YIGUO,12,$10.99,,Eden Fruit Gold Pillow Dried Durian 80g,12,China,4.9
YOUNIYIMIAN Dried Noodles With Scallion And Sischuan Pepper 118g*4,https://www.yamibuy.com/en/p/youniyimian-dried-noodles-with-scallion-and-sischuan-pepper-118g-4/1021075741,YNYM,14,$8.99,,YOUNIYIMIAN Dried Noodles With Scallion And Sischuan Pepper 118g*4,14,China,4.7
Handmade Sun-Dried DanDan Flavor Noodles 472g,https://www.yamibuy.com/en/p/ynym-handmade-sun-dried-dandan-flavor-noodles-472g/1021076821,YNYM,5,$8.99,,Handmade Sun-Dried DanDan Flavor Noodles 472g,5,China,3.8
Dried Squid Oshaburi Yakiika 11g,https://www.yamibuy.com/en/p/kojima-dried-squid-oshaburi-yakiika-20g/1019047751,KOJIMA,2,$2.79,,Dried Squid Oshaburi Yakiika 11g,2,Japan,4
JUIMINGXIANG Dried Chili Pepper 201g,https://www.yamibuy.com/en/p/juimingxiang-dried-chili-pepper-201g/1021039931,JU MING XIANG,3,$3.09,2 Options,JUIMINGXIANG Dried Chili Pepper 201g,3,China,4
YES SIR Crispy dried Squid-Wasabi 30g,https://www.yamibuy.com/en/p/yes-sir-crispy-dried-squid-wasabi-30g/1019047651,XIAXIANSHENG,12,$3.99,,YES SIR Crispy dried Squid-Wasabi 30g,12,Taiwan,3.5
Dried Shrimp (Suboshi Ebi) 12g,https://www.yamibuy.com/en/p/yamahide-dried-shrimp-suboshi-ebi-14-5g/1019046871,YAMAHIDE,7,$2.09,,Dried Shrimp (Suboshi Ebi) 12g,7,Japan,4.6
Dried Squid-Spicy Kimuchi Yaki Ika11g,https://www.yamibuy.com/en/p/kojima-dried-squid-spicy-kimuchi-yaki-ika-17g/1019047371,KOJIMA,3,,,Dried Squid-Spicy Kimuchi Yaki Ika11g,3,Japan,4
YES SIR Crispy dried Squid mouth-Wasabi 25g,https://www.yamibuy.com/en/p/yes-sir-crispy-dried-squid-mouth-wasabi-25g/1019047641,XIAXIANSHENG,9,$3.99,,YES SIR Crispy dried Squid mouth-Wasabi 25g,9,Taiwan,3.9
YES SIR Crispy dried Squid-Red braised 20g,https://www.yamibuy.com/en/p/yes-sir-crispy-dried-squid-red-braised-20g/1019047661,XIAXIANSHENG,8,$3.99,,YES SIR Crispy dried Squid-Red braised 20g,8,Taiwan,3.6
Dried Shrimp (Ebiten) 27g,https://www.yamibuy.com/en/p/ogiya-dried-shrimp-ebiten-27g/1019047351,OGIYA,,$1.69,,Dried Shrimp (Ebiten) 27g,Be the first!,Japan,
Hidaka Dried Seaweed(Mehijiki)  20g,https://www.yamibuy.com/en/p/hidaka-dried-seaweed-mehijiki-28g/1019047431,OTHER BRANDS,2,$1.79,,Hidaka Dried Seaweed(Mehijiki)  20g,2,N/A,4
Handmade Sun-Dried ChongQing Hot Flavor Noodles 516g,https://www.yamibuy.com/en/p/ynym-handmade-sun-dried-chongqing-hot-flavor-noodles-516g/1021076811,YNYM,7,$8.99,,Handmade Sun-Dried ChongQing Hot Flavor Noodles 516g,7,China,4.6
TAKUMA Dried Crab 45g,https://www.yamibuy.com/en/p/takuma-dried-crab-45g/1019047361,OTHER BRANDS,12,$4.99,,TAKUMA Dried Crab 45g,12,N/A,3.3
YES SIR Crispy dried Crab-Plum 25g,https://www.yamibuy.com/en/p/yes-sir-crispy-dried-crab-plum-25g/1019047631,XIAXIANSHENG,21,$3.99,3 Options,YES SIR Crispy dried Crab-Plum 25g,21,Taiwan,4
Dried Beancurd Stick 170g,https://www.yamibuy.com/en/p/asian-taste-dried-beancurd-stick-170g/1149006791,ASIAN TASTE,72,$2.30,,Dried Beancurd Stick 170g,72,Taiwan,4.8
Dried Squid Hot & Spicy Garlic Flavor 20g,https://www.yamibuy.com/en/p/bento-dried-squid-original-garlic-flavor-20g/1019009061,BENTO,102,$1.99,3 Options,Dried Squid Hot & Spicy Garlic Flavor 20g,102,Thailand,4.4
Dried Seaweed Knot 30g,https://www.yamibuy.com/en/p/spring-farm-dried-seaweed-knot-30g/1021017241,SPRING FARM,96,$1.99,,Dried Seaweed Knot 30g,96,China,4.8
Dried Soy Sheet Knot 150g,https://www.yamibuy.com/en/p/asia-foods-dried-soy-sheet-knot-150g/1021017581,ASIA FOODS,386,$2.99,,Dried Soy Sheet Knot 150g,386,China,4.6
Dried Beancurd Stick 300g,https://www.yamibuy.com/en/p/dried-bean-stick-300g/1149014161,ARC,,$4.99,,Dried Beancurd Stick 300g,Be the first!,China,
Dried Seaweed Slice 30g,https://www.yamibuy.com/en/p/spring-farm-dried-seaweed-slice-30g/1021017231,SPRING FARM,23,$1.86,,Dried Seaweed Slice 30g,23,China,4.9
YF Dried Berncurd  200g,https://www.yamibuy.com/en/p/yf-dried-berncurd-200g/1021046231,YAFANG,46,$4.39,,YF Dried Berncurd  200g,46,Taiwan,3.9
Dried Squid Thai Curry Flavor 20g,https://www.yamibuy.com/en/p/bento-dried-squid-thai-curry-flavor-20g/1019009161,BENTO,142,$1.99,3 Options,Dried Squid Thai Curry Flavor 20g,142,Thailand,4.4
Dried Cortex Cinnamon,https://www.yamibuy.com/en/p/dried-cortex-cinnamon/1148017131,OTHER BRANDS,,$2.99,,Dried Cortex Cinnamon,Be the first!,N/A,
Organic Dried Fungus 100g,https://www.yamibuy.com/en/p/big-green-orginic-dried-fungus-100g/1021018621,BIG GREEN,121,$6.99,,Organic Dried Fungus 100g,121,China,4.8
Shiitake Dried Mushroom 100g,https://www.yamibuy.com/en/p/big-green-shiitake-dried-mushroom-100g/1021017821,BIG GREEN,51,$5.99,,Shiitake Dried Mushroom 100g,51,China,4.7
Dried Noodles (Somen) 3Ib,https://www.yamibuy.com/en/p/dried-noodles-somen-3ib/1149015321,YISSINE,,$4.99,,Dried Noodles (Somen) 3Ib,Be the first!,Korea,
Dried Beancurd Sheet,https://www.yamibuy.com/en/p/asian-taste-dried-beancurd-sheet/1149006621,ASIAN TASTE,12,$2.99,,Dried Beancurd Sheet,12,Taiwan,5
Dried Plum Flavor Watermelon Seeds 200g,https://www.yamibuy.com/en/p/dried-plum-flavor-watermelon-seeds-200g/1019070491,LAOJIEKOU,6,$4.39,,Dried Plum Flavor Watermelon Seeds 200g,6,China,4.7
Dried Seaweed 50g,https://www.yamibuy.com/en/p/asian-taste-dried-seaweed-50g/1149006661,ASIAN TASTE,10,$3.89,,Dried Seaweed 50g,10,Taiwan,4.9
Cooked Dried Shrimp M size 99g,https://www.yamibuy.com/en/p/cooked-dried-shrimp-m-99g/1149009691,DRAGONFLY BRAND,1,$5.29,,Cooked Dried Shrimp M size 99g,1,China,5
Plum Snack 35g,https://www.yamibuy.com/en/p/mei-ya-li-35g/1019071531,yifen,1,$2.49,,Plum Snack 35g,1,China,5
Coconut Strips 40g,https://www.yamibuy.com/en/p/be-coconut-strips-40g/1019026711,BE,6,$1.49,,Coconut Strips 40g,6,Thailand,3.5
Mushroom Crisp Wasabi Flavor 40g,https://www.yamibuy.com/en/p/guziguzi-mushroom-crisp-wasabi-flavor-40g/1016042761,GUZIGUZI,6,$3.69,,Mushroom Crisp Wasabi Flavor 40g,6,China,4.3
Crisp Jujube 100g,https://www.yamibuy.com/en/p/bestore-crisp-jujube-100g/1019033571,BESTORE,2,$5.49,,Crisp Jujube 100g,2,China,3.5
【Value Pack】Durian and Mangosteen Gift Pack,https://www.yamibuy.com/en/p/value-pack-durian-and-mangosteen-gift-pack/1019045971,THAYA,1,,3 Options,【Value Pack】Durian and Mangosteen Gift Pack,1,Thailand,5
Shredded Mushroom Pickled Chicken Flavor 45g,https://www.yamibuy.com/en/p/senlinjia-shredded-mushroom-pickled-chicken-flavor-45g/1019045511,SenLinJia,3,$1.09,,Shredded Mushroom Pickled Chicken Flavor 45g,3,China,4
【Frozen】 Durian Seedless 14oz,https://www.yamibuy.com/en/p/frozen-durian-monthong-seedless-14oz/1019071201,OTHER BRANDS,,$10.49,,【Frozen】 Durian Seedless 14oz,Be the first!,N/A,
Bean Curd Shrip Sauce Flavor 85g,https://www.yamibuy.com/en/p/xiangxiangzui-bean-curd-shrip-sauce-flavor-85g/1019033171,XIANGXIANGZUI,2,$1.29,2 Options,Bean Curd Shrip Sauce Flavor 85g,2,China,4
Preserved Plum snack 310g,https://www.yamibuy.com/en/p/preserved-plum-snack-310g/1019065781,WEI BACK,1,$22.99,,Preserved Plum snack 310g,1,China,5
Preserved Peach 130g,https://www.yamibuy.com/en/p/ten-wow-preserved-peach-130g/1019026441,TEN WOW,2,$4.39,,Preserved Peach 130g,2,China,4.5
Apple Slices 20g,https://www.yamibuy.com/en/p/tianlu-apple-slices-20g/1019049231,TIANLU,2,$1.49,4 Options,Apple Slices 20g,2,China,4.5
Pear Slices 20g,https://www.yamibuy.com/en/p/tianlu-pear-slices-20g/1019049241,TIANLU,1,$1.49,4 Options,Pear Slices 20g,1,China,5
Gukeng Coffee Plum,https://www.yamibuy.com/en/p/gukeng-coffee-plum/1019063171,SHUN TAI,,$14.99,,Gukeng Coffee Plum,Be the first!,Japan,
Dried Shitake Mushroom 8oz,https://www.yamibuy.com/en/p/haetae-dried-shitake-mushroom-8oz/1149006231,HAETAE,4,$9.99,,Dried Shitake Mushroom 8oz,4,Korea,4.8
HANHENG Dried Seaweed 60g,https://www.yamibuy.com/en/p/hanheng-dried-seaweed-60g/1149000931,HANHENG TASTE,143,$4.39,,HANHENG Dried Seaweed 60g,143,China,4.9
Dried Seaweed Wakame 100g,https://www.yamibuy.com/en/p/bgreen-dried-seaweed-wakame-100g/1021017001,BGREEN,148,$3.99,,Dried Seaweed Wakame 100g,148,China,4.9
Dried Tsaoko,https://www.yamibuy.com/en/p/dried-tsaoko/1148017141,OTHER BRANDS,,$5.69,,Dried Tsaoko,Be the first!,N/A,
Dried Seaweed 50g,https://www.yamibuy.com/en/p/asian-taste-dried-seaweed-50g/1149006661,ASIAN TASTE,10,$3.89,,Dried Seaweed 50g,Be the first!,Taiwan,4.9
Freeze Dried Whole Strawberry in chocolate  Milk Flavor 60g,https://www.yamibuy.com/en/p/freeze-dried-whole-strawberry-in-chocolate-milk-flavor-60g/1018038141,TYS,31,$3.99,3 Options,Freeze Dried Whole Strawberry in chocolate  Milk Flavor 60g,31,China,4.5
Japanese Dried Udon Noodles 800g,https://www.yamibuy.com/en/p/hime-japanese-dried-udon-noodles-800g/1149007121,HIME,25,,,Japanese Dried Udon Noodles 800g,25,Japan,5
SK Cooked Dried Shrimp 85g,https://www.yamibuy.com/en/p/sk-cooked-dried-shrimp-85g/1149007281,Shunji,9,,,SK Cooked Dried Shrimp 85g,9,Hong Kong,4.8
WANG Dried Seaweed 142g,https://www.yamibuy.com/en/p/wang-dried-seaweed-141g/1149006891,WANG FOOD,11,$6.99,,WANG Dried Seaweed 142g,11,Korea,4.3
Dried Wakame Kelp 200g,https://www.yamibuy.com/en/p/dandy-dried-wakame-kelp-200g/1021042711,DANDY,2,$3.29,,Dried Wakame Kelp 200g,2,Hong Kong,5
Undaria Pinnitafida Dried Seaweed Strips 100g,https://www.yamibuy.com/en/p/undaria-pinnitafida-dried-seaweed-strips-100g/1149002291,OTHER BRANDS,4,$2.99,,Undaria Pinnitafida Dried Seaweed Strips 100g,4,N/A,5
Dried Beef Jerky 170g USDA Certified,https://www.yamibuy.com/en/p/hsintungyang-dried-beef-jerky-170g-usda-certified/1019019511,HSINTUNGYANG,10,$11.99,,Dried Beef Jerky 170g USDA Certified,10,Taiwan,4.8
Mexican Top Grade Sea Cucumber Dried 227g,https://www.yamibuy.com/en/p/mexican-top-grade-sea-cucumber-dried-227g/1149009251,KING’S,,,,Mexican Top Grade Sea Cucumber Dried 227g,Be the first!,Taiwan,
Vital Dried Beef Jerky Spicy Flavor 170g,https://www.yamibuy.com/en/p/vital-dried-beef-jerky-spicy-flavor-6oz/1019043991,VITAL BRAND,10,$16.99,,Vital Dried Beef Jerky Spicy Flavor 170g,10,United States,4.7
Dried Anchovy 170g,https://www.yamibuy.com/en/p/dried-anchovy-170g/1149010181,HAITAI,,$10.99,,Dried Anchovy 170g,Be the first!,Korea,
Dried Lily Flower 142g,https://www.yamibuy.com/en/p/roxy-dried-lily-flower-142g/1021016671,ROXY,6,$4.25,,Dried Lily Flower 142g,6,142g,3.8
Dried and Seasoned Fish Meat Skewer BBQ*2 Bags + Spicy*2 Bags120g,https://www.yamibuy.com/en/p/monori-dried-and-seasoned-fish-meat-skewer-bbq-spicy-120g/1019059561,MONORI,1,$8.29,,Dried and Seasoned Fish Meat Skewer BBQ*2 Bags + Spicy*2 Bags120g,1,Indonesia,5
Gold Lion Dried Vegetable Cole 100g,https://www.yamibuy.com/en/p/gold-lion-dried-vegetable-cole-100g/1149005671,JINSHI,1,$1.59,,Gold Lion Dried Vegetable Cole 100g,1,China,5
HAO BA SHI Nanxi Dried Bean Curd Five Spices Flavor 100g,https://www.yamibuy.com/en/p/hao-ba-shi-nanxi-dried-bean-curd-five-spices-flavor-100g/1019041901,HUIJIFOOD,,$1.69,,HAO BA SHI Nanxi Dried Bean Curd Five Spices Flavor 100g,Be the first!,China,
Dried Shrimp 113g,https://www.yamibuy.com/en/p/dried-shrimp-113g/1149010191,HAITAI,,$8.99,,Dried Shrimp 113g,Be the first!,Korea,
Organic Dried Lily 80g,https://www.yamibuy.com/en/p/big-green-organic-dried-lily-80g/1021022131,BIG GREEN,33,$5.99,,Organic Dried Lily 80g,33,China,4.2
Dried Squid Super Spicy Flavor 19g,https://www.yamibuy.com/en/p/bento-squid-snack-super-spicy-19g/1019056991,BENTO,26,$1.99,,Dried Squid Super Spicy Flavor 19g,26,Thailand,4.6
"Dried Squid Snack Spicy Flavor, 20g",https://www.yamibuy.com/en/p/bento-dried-squid-sweet-spicy-flavor-20g/1019010201,BENTO,251,$1.99,3 Options,"Dried Squid Snack Spicy Flavor, 20g",251,Thailand,4.6
Dried Seaweed Knot,https://www.yamibuy.com/en/p/dried-seaweed-knot/1019062421,CHANZUIBA,4,$3.49,,Dried Seaweed Knot,4,China,4.5
Dried White Fungus 57g,https://www.yamibuy.com/en/p/spring-farm-dried-white-fungus-57g/1021017531,SPRING FARM,132,$4.29,,Dried White Fungus 57g,132,China,4.7
Dried Shaved Bonito 5 Pack,https://www.yamibuy.com/en/p/dried-shaved-bonito-5-pack/1021016591,OTHER BRANDS,36,$2.29,,Dried Shaved Bonito 5 Pack,36,N/A,4.8
Original Flavor Open Pile Nuts 200g/ 7oz,https://www.yamibuy.com/en/p/song-zi-ren/5019058621,MushroomStorm,20,,,Original Flavor Open Pile Nuts 200g/ 7oz,20,China,4.5
Freeze-dried Red Dates Wolfberry White Fungus Soup 90g(15g*6),https://www.yamibuy.com/en/p/mr-fang-s-store-freeze-dried-red-dates-wolfberry-white-fungus-soup-90g-15g-6/1147006621,MR FANG'S STORE,43,,,Freeze-dried Red Dates Wolfberry White Fungus Soup 90g(15g*6),43,China,4.9
Small Dried Chili 100g,https://www.yamibuy.com/en/p/panda-small-dried-chili-100g/1021030151,PANDA,38,$2.69,,Small Dried Chili 100g,38,China,4.9
Dried Mushroom 454g,https://www.yamibuy.com/en/p/dried-mushroom-454g/1149013811,ONETANG,1,$16.99,,Dried Mushroom 454g,1,China,5
Dried Glass Noodle Sweet Potato 500g,https://www.yamibuy.com/en/p/jayone-dried-glass-noodle-sweet-potato-500g/1021044911,JAYONE,52,$4.99,,Dried Glass Noodle Sweet Potato 500g,52,Korea,4.8
Spicy Peanuts With Dried Fish 98g,https://www.yamibuy.com/en/p/huangfeihong-spicy-peanuts-with-dried-fish-98g/1019001491,HUANGFEIHONG,66,$3.69,4 Options,Spicy Peanuts With Dried Fish 98g,66,China,4.4
JIAJIA Dried Chinese Sausage Extra Lean 284g,https://www.yamibuy.com/en/p/jiajia-dried-chinese-sausage-extra-lean-283g/1019055591,JIA JIA,5,$7.99,,JIAJIA Dried Chinese Sausage Extra Lean 284g,5,China,4.6
Dried Bean Curd Knot 300g,https://www.yamibuy.com/en/p/jinying-dried-bean-curd-knot-300g/1149008761,JINYING,5,$3.69,,Dried Bean Curd Knot 300g,5,China,4.6
SK Cooked Dried Shrimp 85g,https://www.yamibuy.com/en/p/sk-cooked-dried-shrimp-85g/1149007291,Shunji,3,,,SK Cooked Dried Shrimp 85g,3,Hong Kong,5
Bridge Dried Kelp piece 100g,https://www.yamibuy.com/en/p/dandy-bridge-dried-kelp-piece-100g/1021051301,DANDY,,$3.99,,Bridge Dried Kelp piece 100g,Be the first!,Hong Kong,
Dried Seaweed 60g,https://www.yamibuy.com/en/p/dried-seaweed-60g/1149009871,TCJP,,$3.99,,Dried Seaweed 60g,Be the first!,China,
JUMINGXIANG Dried Red Pepper Chili Paste 408g,https://www.yamibuy.com/en/p/jumingxiang-dried-red-pepper-chili-paste-408g/1148001471,JU MING XIANG,4,$4.59,,JUMINGXIANG Dried Red Pepper Chili Paste 408g,4,China,4.8
Dried Shaved Bonito 15g,https://www.yamibuy.com/en/p/yi-feng-dried-shaved-bonito-15g/1148002121,YI FENG,2,$1.99,,Dried Shaved Bonito 15g,2,Taiwan,5
Dried Baby Shrimp 114g,https://www.yamibuy.com/en/p/lam-sheng-kee-dried-baby-shrimp-114g/1149007181,LAM SHENG KEE,22,$2.19,,Dried Baby Shrimp 114g,22,Taiwan,4.8
Vital Dried Pork Jerky Sweet Flavor 170g,https://www.yamibuy.com/en/p/vital-dried-pork-jerky-sweet-flavor-6oz/1019043981,VITAL BRAND,13,$16.99,3 Options,Vital Dried Pork Jerky Sweet Flavor 170g,13,United States,4.4
